name;kpgz_code;kpgz_name;okpd2_code;okpd2_name;ktru_code;ktru_name;stz;date_of_approval_of_the_tz;id_kpgz
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.12;КОВРИКИ ТУРИСТИЧЕСКИЕ ПЕННЫЕ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;32.30.14.110-00000016;Коврик туристический пенный;Да;2021-07-28 15:05;29306912
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.13;ЖГУТ СПОРТИВНЫЙ;32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000007;Жгут спортивный;Да;2021-07-28 15:05;29307829
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.01.15;УСТАНОВКИ ДЛЯ СУШКИ КОНЬКОВ И СПОРТИВНОГО ИНВЕНТАРЯ;27.90.40.190;Оборудование электрическое прочее, не включенное в другие группировки;27.90.40.190-00000022;Установка для сушки коньков и спортивного инвентаря;Нет;2020-06-17 15:20;29396607
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.16;ВЫШКИ СУДЕЙСКИЕ УНИВЕРСАЛЬНЫЕ;32.30.15.119;"Инвентарь судейский, тренировочный и прочий для спортивных игр; приспособления для подготовки инвентаря для спортивных игр";32.30.15.119-00000009;Вышка судейская универсальная;Да;2021-07-28 15:05;29306913
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.17;ПЬЕДЕСТАЛЫ РАЗБОРНЫЕ;32.30.15.299;Изделия спортивные, инвентарь, включая тренировочный, прочие, не включенные в другие группировки;32.30.15.299-00000023;Пьедестал разборный;Да;2021-07-28 15:05;29306916
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.18;ТРИБУНЫ СБОРНО-РАЗБОРНЫЕ;32.30.15.299;Изделия спортивные, инвентарь, включая тренировочный, прочие, не включенные в другие группировки;32.30.15.299-00000073;Трибуна сборно-разборная;Да;2021-07-28 15:05;29306921
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.01.19;ТАБЛО УНИВЕРСАЛЬНЫЕ СПОРТИВНЫЕ;27.40.24.123;Световые табло и аналогичные устройства, предназначенные для использования со светодиодными лампами и прочими светодиодными источниками света;27.40.24.123-00000003;Универсальное спортивное табло;Да;2021-07-28 15:05;29306922
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.01;МАНЕКЕНЫ ДЛЯ ЗАНЯТИЙ ЕДИНОБОРСТВАМИ;32.30.14.114;Инвентарь и оборудование для бокса;32.30.14.114-00000003;Манекен для занятий единоборствами;Да;2022-08-15 16:37;29211016
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.02;БУДО-МАТЫ;32.30.14.116;Инвентарь и оборудование для борьбы;32.30.14.116-00000002;Будо-мат;Да;2022-08-15 16:37;29211030
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.03;КОВРЫ БОРЦОВСКИЕ ДЛЯ ВОЛЬНОЙ И ГРЕКО-РИМСКОЙ БОРЬБЫ;32.30.14.116;Инвентарь и оборудование для борьбы;32.30.14.116-00000009;Ковер борцовский для вольной и греко-римской борьбы;Да;2022-08-15 16:37;29549354
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.04;ТАТАМИ;32.30.14.116;Инвентарь и оборудование для борьбы;32.30.14.116-00000012;Татами;Да;2022-08-15 16:37;29240588
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.05;МАНЕКЕНЫ БОРЦОВСКИЕ ТРЕНИРОВОЧНЫЕ;32.30.14.116;Инвентарь и оборудование для борьбы;32.30.14.116-00000014;Манекен борцовский тренировочный;Да;2022-08-15 16:37;29232109
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.06;ИНВЕНТАРЬ ДЛЯ ОТРАБОТКИ УДАРОВ;32.30.14.114;Инвентарь и оборудование для бокса;-;;Да;2022-08-15 16:37;29522550
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.07;РИНГИ БОКСЕРСКИЕ;32.30.14.114;Инвентарь и оборудование для бокса;-;;Да;2022-08-15 16:37;29522601
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.08;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ АРМРЕСТЛИНГА;32.30.14.116;Инвентарь и оборудование для борьбы;-;;Да;2022-08-15 16:37;29522878
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.09;РОЛЛ-МАТЫ;32.30.14.116;Инвентарь и оборудование для борьбы;-;;Да;2022-08-15 16:37;29549367
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.10;КОМПЛЕКТУЮЩИЕ К КОВРАМ БОРЦОВСКИМ ДЛЯ ВОЛЬНОЙ И ГРЕКО-РИМСКОЙ БОРЬБЫ;32.30.14.116;Инвентарь и оборудование для борьбы;-;;Да;2022-08-15 16:37;29556983
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.02.11;ОБОРУДОВАНИЕ СУДЕЙСКОЕ ДЛЯ ТХЭКВОНДО;32.30.14.116;Инвентарь и оборудование для борьбы;-;;Да;2022-08-15 16:37;29720329
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.01;СТАНКИ ДЛЯ ЗАТОЧКИ КОНЬКОВ;28.41.23.120;Станки заточные металлообрабатывающие;28.41.23.120-00000002;Станок для заточки коньков;Нет;2020-06-17 15:20;29271851
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.02;КАМНИ ДЛЯ ЗАТОЧКИ КОНЬКОВ ДЛЯ ФИГУРНОГО КАТАНИЯ;32.30.15.292;Инвентарь, включая тренировочный, для зимних видов спорта прочий;-;;Нет;2020-06-17 15:20;29159161
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.03;ЛЕЗВИЯ ДЛЯ КОНЬКОВ ДЛЯ ФИГУРНОГО КАТАНИЯ;32.30.15.292;Инвентарь, включая тренировочный, для зимних видов спорта прочий;-;;Нет;2020-06-17 15:20;29159162
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.04;ЛОНЖИ ДЛЯ ФИГУРНОГО КАТАНИЯ;32.30.15.292;Инвентарь, включая тренировочный, для зимних видов спорта прочий;-;;Нет;2020-06-17 15:20;29159163
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.05;ПОМОЩНИКИ ФИГУРИСТА ТРЕНИРОВОЧНЫЕ;32.30.15.292;Инвентарь, включая тренировочный, для зимних видов спорта прочий;-;;Нет;2020-06-17 15:20;29159164
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.06;ЧЕХЛЫ ДЛЯ ФИГУРНОГО КАТАНИЯ;32.30.15.292;Инвентарь, включая тренировочный, для зимних видов спорта прочий;-;;Нет;2020-06-17 15:20;29159165
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.03.07;КОНЬКИ ДЛЯ ФИГУРНОГО КАТАНИЯ;32.30.11.131;Коньки ледовые, включая коньки с ботинками;32.30.11.131-00000004;Коньки для фигурного катания;Нет;2020-06-17 15:20;29629336
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.04;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ФЕХТОВАНИЯ;32.30.15.140;Инвентарь для фехтования;-;;Да;2022-08-15 16:37;29535767
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.05;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ВСЕХ ВИДОВ ГРЕБЛИ;32.30.13.190;Снаряжение для водного спорта прочее;-;;Да;2022-08-15 16:37;29536156
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.01;ОБРУЧИ ДЛЯ БАССЕЙНА;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;32.30.15.180-00000002;Обруч для бассейна;Да;2022-08-15 16:37;29535581
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.02;АКВАПАЛКИ;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;32.30.15.180-00000008;Аквапалка;Да;2022-08-15 16:37;29535630
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.03;КРУГИ НАДУВНЫЕ ДЛЯ ПЛАВАНИЯ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000002;Круг надувной для плавания;Да;2022-08-15 16:37;29210974
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.04;НАРУКАВНИКИ ДЛЯ ПЛАВАНИЯ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000010;Нарукавник для плавания;Да;2022-08-15 16:37;29210976
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.05;ПОПЛАВКИ ЦВЕТНЫЕ (ФЛАЖКИ);32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000012;Поплавок цветной (флажок);Да;2022-08-15 16:37;29210984
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.06;ПОЯСА С ПЕТЛЯМИ ДЛЯ ОБУЧЕНИЯ ПЛАВАНЬЮ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000016;Пояс с петлей для обучения плаванию;Да;2022-08-15 16:37;29210986
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.07;ЖИЛЕТЫ ПЛАВАТЕЛЬНЫЕ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000019;Жилет плавательный;Да;2022-08-15 16:37;29210990
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.08;ЛОПАТКИ ДЛЯ ПЛАВАНИЯ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000021;Лопатка для плавания;Да;2022-08-15 16:37;29535637
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.09;КРУГИ СПАСАТЕЛЬНЫЕ;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;32.30.15.180-00000010;Круг спасательный;Да;2022-08-15 16:37;29211160
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.10;КАТУШКИ ДЛЯ ХРАНЕНИЯ РАЗДЕЛИТЕЛЬНЫХ ДОРОЖЕК;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;32.30.15.180-00000012;Катушка для хранения разделительных дорожек;Да;2022-08-15 16:37;29211162
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.11;КРЕПЛЕНИЯ ДЛЯ СПАСАТЕЛЬНЫХ КРУГОВ;25.72.14.190;Детали крепежные и установочные и аналогичные изделия из недрагоценных металлов;25.72.14.190-00000002;Крепление для спасательного круга;Да;2022-08-15 16:37;29192847
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.12;ДОРОЖКИ РАЗДЕЛИТЕЛЬНЫЕ ВОЛНОГАСЯЩИЕ;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;32.30.15.180-00000015;Дорожка разделительная волногасящая;Да;2022-08-15 16:37;29229836
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.13;АКВАТРЕНЕРЫ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000023;Акватренер;Да;2022-08-15 16:37;29264789
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.14;КОМПЛЕКТЫ ДЛЯ ПОДВОДНОГО ПЛАВАНИЯ;32.30.13.190;Снаряжение для водного спорта прочее;32.30.13.190-00000025;Комплект для подводного плавания;Да;2022-08-15 16:37;29264792
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.15;АКВАШЛЕПАНЦЫ ДЛЯ ПЛАВАНИЯ;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;-;;Да;2022-08-15 16:37;29522937
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.16;БАГОРЫ ДЛЯ БАССЕЙНА;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;-;;Да;2022-08-15 16:37;29522975
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.17;ДОСКИ И КОЛОБАШКИ ДЛЯ ПЛАВАНИЯ;32.30.15.180;Инвентарь для оборудования гребных дистанций и бассейнов при спортивном плавании;-;;Да;2022-08-15 16:37;29522992
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.18;ДОСКИ ДЛЯ СЕРФИНГА;32.30.13;Лыжи водные, доски для серфинга, виндсерферы и прочее снаряжение для водного спорта;-;;Да;2022-08-15 16:37;29728493
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.19;ТРЕНАЖЕРЫ ВОДНЫЕ;32.30.14.120;Оборудование для занятий физкультурой, гимнастикой и атлетикой, занятий в спортзалах, фитнес-центрах;-;;Да;2022-08-15 16:37;29523099
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.20;МЯЧИ ДЛЯ ВОДНОГО ПОЛО;32.30.15.231;Мячи спортивные;-;;Да;2022-08-15 16:37;29523129
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.21;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ГИДРОФЛАЙТА;32.30.13.190;Снаряжение для водного спорта прочее;-;;Да;2022-08-15 16:37;29549137
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.22;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ ПРЫЖКОВ В ВОДУ;32.30.13.190;Снаряжение для водного спорта прочее;-;;Да;2022-08-15 16:37;29549381
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.06.23;ВОРОТА ДЛЯ ВОДНОГО ПОЛО;32.30.13.190;Снаряжение для водного спорта прочее;-;;Да;2022-08-15 16:37;29566928
Поставка оборудования и инвентаря для лыжных и ледовых видов спорта;01.08.01.07;ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ КОНЬКОБЕЖНОГО СПОРТА;32.30.1;Товары спортивные;-;;Нет;2020-06-17 15:20;29279427
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.01;СКАМЬИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000007;Скамья гимнастическая;Да;2021-07-28 15:05;29542527
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.02;БРЕВНА ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000014;Бревно гимнастическое;Да;2022-08-15 16:37;29535639
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.03;КОВРИКИ ГИМНАСТИЧЕСКИЕ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;32.30.14.110-00000011;Коврик гимнастический;Да;2021-07-28 15:05;29542761
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.04;ПЕРЕКЛАДИНЫ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000017;Перекладина гимнастическая;Да;2022-08-15 16:37;29535646
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.05;МЯЧИ ДЛЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000021;Мяч для художественной гимнастики;Да;2022-08-15 16:37;29535657
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.06;ЛЕНТА ДЛЯ ХУДОЖЕСТВЕННОЙ ГИМНАСТИКИ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000026;Лента для художественной гимнастики\u00a0;Да;2022-08-15 16:37;29535680
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.07;КОНИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000029;Конь гимнастический;Да;2022-08-15 16:37;29535702
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.08;КОЛЬЦА ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000032;Кольца гимнастические;Да;2022-08-15 16:37;29535706
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.09;КОЗЛЫ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000035;Козел гимнастический;Да;2022-08-15 16:37;29175985
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.10;БУЛАВЫ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000039;Булава гимнастическая;Да;2022-08-15 16:37;29535723
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.11;БРУСЬЯ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000042;Брусья гимнастические;Да;2022-08-15 16:37;29535727
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.12;КЛИПСЫ ЗАЖИМЫ ДЛЯ СПОРТИВНОГО ИНВЕНТАРЯ;32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000002;Клипса-зажим для спортивного инвентаря;Да;2021-07-28 15:05;29542767
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.13;ПАЛКИ ГИМНАСТИЧЕСКИЕ УТЯЖЕЛЕННЫЕ (БОДИБАРЫ);32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000012;Бодибар;Да;2021-07-28 15:05;29542768
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.14;ОБРУЧИ ГИМНАСТИЧЕСКИЕ;32.30.14.120;Оборудование для занятий физкультурой, гимнастикой и атлетикой, занятий в спортзалах, фитнес-центрах;32.30.14.120-00000006;Обруч гимнастический;Да;2022-08-15 16:37;29535733
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.15;ШВЕДСКИЕ СТЕНКИ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;32.30.14.110-00000006;Шведская стенка;Да;2021-07-28 15:05;29543139
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.16;МАТЫ ГИМНАСТИЧЕСКИЕ;32.30.14.111;Инвентарь и оборудование для акробатики;32.30.14.111-00000003;Мат гимнастический;Да;2022-08-15 16:37;29210995
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.17;МОСТИКИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000045;Мостик гимнастический;Да;2022-08-15 16:37;29522237
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.18;СТАНКИ ХОРЕОГРАФИЧЕСКИЕ;32.30.14.129;Оборудование для занятий физкультурой, гимнастикой и атлетикой, занятий в спортзалах, фитнес-центрах прочее, не включенное в другие группировки;32.30.14.129-00000005;Станок хореографический;Да;2022-08-15 16:37;29211122
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.19;ЯЩИКИ (ПЛИНТЫ) ГИМНАСТИЧЕСКИЕ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;-;;Да;2022-08-15 16:37;29523140
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.20;ДОРОЖКИ АКРОБАТИЧЕСКИЕ;32.30.14.111;Инвентарь и оборудование для акробатики;-;;Да;2022-08-15 16:37;29523152
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.21;БАТУТЫ ГИМНАСТИЧЕСКИЕ;32.30.14.111;Инвентарь и оборудование для акробатики;-;;Да;2022-08-15 16:37;29523232
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.22;ГРИБКИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;-;;Да;2022-08-15 16:37;29523422
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.23;СЛАЙД-ДОСКИ ДЛЯ АЭРОБИКИ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;-;;Да;2021-07-28 15:05;29543080
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.24;РОЛИКИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;-;;Да;2022-08-15 16:37;29523432
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.25;СТЕП ПЛАТФОРМЫ;32.30.14.129;Оборудование для занятий физкультурой, гимнастикой и атлетикой, занятий в спортзалах, фитнес-центрах прочее, не включенное в другие группировки;32.30.14.129-00000017;Степ платформа;Да;2021-07-28 15:05;29543087
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.26;СТЕНКИ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000048;Стенка гимнастическая;Да;2021-07-28 15:05;29543088
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.27;КОВРЫ ГИМНАСТИЧЕСКИЕ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000051;Ковер гимнастический;Да;2022-08-15 16:37;29535752
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.28;НАБОРЫ ДЛЯ ГИМНАСТИЧЕСКИХ УПРАЖНЕНИЙ И ИГР;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000053;Набор для гимнастических упражнений и игр;Да;2021-07-28 15:05;29543090
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.29;"СКАМЬИ ГОРИЗОНТАЛЬНЫЕ ГИМНАСТИЧЕСКИЕ, К КОТОРОЙ ПРИКРЕПЛЕНЫ ИЗМЕРИТЕЛЬНЫЕ ЛИНЕЙКИ (""+"" И ""-"") ДЛЯ ВЫПОЛНЕНИЯ ИСПЫТАНИЯ ""НАКЛОН ВПЕРЕД ИЗ ПОЛОЖЕНИЯ СТОЯ С ПРЯМЫМИ НОГАМИ НА ГИМНАСТИЧЕСКОЙ СКАМЬЕ""";32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000059;"Скамья горизонтальная гимнастическая, к которой прикреплены измерительные линейки (""+"" и ""-"") для выполнения испытания ""Наклон вперед из положения стоя с прямыми ногами на гимнастической скамье""";Да;2021-07-28 15:05;29543116
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.30;"СКАМЬИ ГОРИЗОНТАЛЬНЫЕ ГИМНАСТИЧЕСКИЕ С ФИКСАЦИЕЙ СТУПНЕЙ ДЛЯ ВЫПОЛНЕНИЯ ИСПЫТАНИЯ ""ПОДНИМАНИЕ ТУЛОВИЩА ИЗ ПОЛОЖЕНИЯ ЛЕЖА НА СПИНЕ""";32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000061;"Скамья горизонтальная гимнастическая с фиксацией ступней для выполнения испытания ""Поднимание туловища из положения лежа на спине""";Да;2021-07-28 15:05;29543118
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.31;"СКАМЬИ ГОРИЗОНТАЛЬНЫЕ ГИМНАСТИЧЕСКИЕ ДЛЯ ВЫПОЛНЕНИЯ ИСПЫТАНИЙ ""СГИБАНИЕ - РАЗГИБАНИЕ РУК В УПОРЕ О ГИМНАСТИЧЕСКУЮ СКАМЬЮ, В УПОРЕ О СТУЛ""";32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000063;"Скамья горизонтальная гимнастическая для выполнения испытаний ""Сгибание - разгибание рук в упоре о гимнастическую скамью, в упоре о стул""";Да;2021-07-28 15:05;29543121
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.32;СТОЙКИ ДЛЯ БОДИ-БАРОВ (СПОРТИВНЫХ СНАРЯДОВ);32.30.15.299;Изделия спортивные, инвентарь, включая тренировочный, прочие, не включенные в другие группировки;32.30.15.299-00000056;Стойка для боди-баров (спортивных снарядов);Да;2021-07-28 15:05;29543083
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.33;КОМПЛЕКТЫ ДЛЯ СИЛОВОЙ ГИМНАСТИКИ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;32.30.14.112-00000055;Комплект для силовой гимнастики;Да;2022-08-15 16:37;29264807
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.34;КОМПЛЕКТЫ ДЛЯ ЗАНЯТИЯ ЙОГОЙ;32.30.14.119;Инвентарь для занятий физкультурой, гимнастикой и атлетикой прочий, не включенный в другие группировки;32.30.14.119-00000111;Комплект для занятия йогой;Да;2022-08-15 16:37;29457407
Поставка снарядов, инвентаря и оборудования для занятий физкультурой и атлетикой в спортивных залах;01.08.01.09.35;ТУМБЫ ДЛЯ ИЗМЕРЕНИЯ ГИБКОСТИ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;-;;Да;2021-07-28 15:05;29543141
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.36;ПОДСТАВКИ СТРАХОВОЧНЫЕ ГИМНАСТИЧЕСКИЕ;32.30.14.110;Инвентарь и оборудование для занятий физкультурой, гимнастикой и атлетикой;-;;Да;2022-08-15 16:37;29549150
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.09.37;ПАЛОЧКИ ДЛЯ ЛЕНТ ГИМНАСТИЧЕСКИХ;32.30.14.112;Инвентарь и оборудование для спортивной и художественной гимнастики;-;;Да;2022-08-15 16:37;29714165
Поставка экипировки, оборудования и инвентаря для летних видов спорта;01.08.01.10.01;ПИСТОЛЕТЫ ПНЕВМАТИЧЕСКИЕ СПОРТИВНЫЕ И КОНСТРУКТИВНО СХОДНЫЕ С НИМИ ИЗДЕЛИЯ;25.40.1;Оружие и боеприпасы и их части;25.40.10.000-00000004;Спортивный пневматический пистолет и конструктивно сходное с ним изделие;Да;2022-08-15 16:37;29544161
