name;CODE;final_kpgz;is_standard_product;IS_CHILD_kpgz;DELETED_DATE;kpgz_sum;kpgz223_sum;kpgz44_sum;con_count;con223_count;con44_count;customer_count;supplier_count;max_con_ID;max_con_sum;max_customer_con_count;max_customer_sum;max_customer_ID;formatted_name;max_supplier_sum
СКАРИФИКАТОР НЕАВТОМАТИЧЕСКИЙ, ОДНОРАЗОВОГО ИСПОЛЬЗОВАНИЯ;01.02.10.43.05.17;;0;;;1617288.13;4000;1613288.13;31;1;30;28;27;4465043;494500;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;47704273.72
ЦИТОМЕГАЛОВИРУС (ЦМВ) АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.923.08;;0;;;1617085.98;7525.58;1609560.4;11;1;10;9;7;4621877;400032.4;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;347702730.5
РАСХОДНЫЕ МАТЕРИАЛЫ И КОМПЛЕКТУЮЩИЕ ДЛЯ 3D ПРИНТЕРОВ ПРОЧИЕ;01.13.13.01.07.99;;0;;;1616623.11;522496.14;1094126.97;5;3;2;5;5;4413302;942297.34;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;1727855.32
ЛЕНТЫ ТЕХНИЧЕСКИЕ ТЕКСТИЛЬНЫЕ;01.24.06;;0;;;1616196.34;;1616196.34;2;0;2;2;2;4768159;1600000;672;44922815801;5006;Государственное бюджетное учреждение города Москвы «Автомобильные дороги»;80793035.32
ПЕТЛИ ХИРУРГИЧЕСКИЕ ДЛЯ УДАЛЕНИЯ ИНОРОДНЫХ ТЕЛ ИЗ ПРОСВЕТА СОСУДОВ;01.02.10.27.29;;0;;;1615904.3;;1615904.3;9;0;9;6;8;4133137;713212.5;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;6111447.79
БЕТА-ГЕМОЛИТИЧЕСКИЙ СТРЕПТОКОКК ГРУППЫ А АНТИТЕЛА К СТРЕПТОЛИЗИНУ O ИВД, РЕАГЕНТ;01.02.10.43.215.04;;0;;17.05.2021;1614518.55;;1614518.55;7;0;7;6;5;4672737;564313.1;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;637903163
ПИТАТЕЛЬНЫЙ БУЛЬОН ПИТАТЕЛЬНАЯ СРЕДА ИВД;01.02.10.43.226.18;;0;;;1612140.03;36472.71;1575667.32;9;1;8;8;8;4517867;1438633.14;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;256703724.7
НАКОНЕЧНИК ДЛЯ АСПИРАЦИИ И ИРРИГАЦИИ;01.02.10.05.42.02;;0;;;1611998.61;167187.6;1444811.01;11;2;9;11;11;4371382;462934.95;1221;3252800274;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;331731540.3
СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ГИДРОТЕРАПЕВТИЧЕСКОГО ОБОРУДОВАНИЯ;01.02.11.04.13.03;;0;;;1606726.67;30060;1576666.67;3;2;1;2;3;4751387;1576666.67;186;411684297.3;1672;Государственное бюджетное учреждение здравоохранения города Москвы «Научно-Практический центр специализированной медицинской помощи детям имени В.Ф. Войно-Ясенецкого Департамента здравоохранения города Москвы»;9163750.2
ОПРЕДЕЛЕНИЕ ГРУППЫ КРОВИ СИСТЕМЫ АВО ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.647.01;;0;;;1603137.7;;1603137.7;3;0;3;3;3;4408634;847221.7;556;1181603116;2170;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 29 им. Н.Э. Баумана Департамента здравоохранения города Москвы»;71450353.56
ОСМОМЕТРЫ;01.02.11.01.12.01.19;;0;;;1602416.67;;1602416.67;3;0;3;3;2;4532904;1104816.67;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;320957149.6
"ЗАГУБНИКИ ДЛЯ ОБОРУДОВАНИЯ ""KARL STORZ""";01.02.10.48.06.02;;0;;;1602339.43;;1602339.43;12;0;12;12;11;4912212;1092219.9;595;1632906376;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;7761044.88
МНОЖЕСТВЕННЫЕ ВИДЫ SALMONELLA SPP. АНТИГЕНЫ ИЗОЛЯТА КУЛЬТУРЫ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.502.02;;0;;;1601346.48;;1601346.48;4;0;4;4;4;4556102;1269375.3;789;2018611717;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;7656292.7
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ ДЛЯ АНАЛИЗАТОРОВ ПРОИЗВОДСТВА ООО ""ГЕМАКОР""";01.02.10.43.01.170;Yes;0;Yes;;1688000.4;;1688000.4;2;0;2;2;1;4345073;1040000.4;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;3728000.4
ТЕРМОРЕГУЛЯТОРЫ;01.11.01.03.11.07;;0;;;1600894.78;1381285.83;219608.95;21;18;3;9;18;4891953;372701.94;2238;85801161702;4612763;"Ао ""Мосводоканал""";2850830.42
ПОГРЕМУШКИ;01.07.03.03.04.06;;1;;;23106.72;;23106.72;3;0;3;3;3;4230341;12960.6;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;4149717.69
ПОГРУЗЧИКИ ВИЛОЧНЫЕ;01.12.01.03.01;;1;;;28631417.66;13283059.33;15348358.33;7;4;3;7;7;4450214;9800000;794;12442662062;5104;Государственное бюджетное учреждение города Москвы по эксплуатации и ремонту инженерных сооружений «Гормост»;14727701.31
ПОГРУЗЧИКИ КОВШОВЫЕ;01.12.01.03.02;;1;;;115607255.6;2410725;113196530.6;26;1;25;15;14;4472969;18243327;238;1385366183;4684539;Государственное бюджетное учреждение города Москвы «Жилищник района Южное бутово»;33909426.48
ОБОРУДОВАНИЕ И ИНВЕНТАРЬ ДЛЯ БАСКЕТБОЛА ПРОЧЕЕ;01.08.01.22.99;;6;;;1687244.06;1986.89;1685257.17;4;1;3;3;4;4835721;1549022.48;38;13729631.76;3564;Управа района Бибирево города Москвы;2843044.7
УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД ВЫПОЛНЕНИЯ ПРОЕКТНО-ИЗЫСКАТЕЛЬСКИХ РАБОТ ПО АДМИНИСТРАТИВНО-УПРАВЛЕНЧЕСКИМ ОБЪЕКТАМ;03.06.01.01.13.03;;0;;;1600000;1600000;0;1;1;0;1;1;4507779;1600000;341;1669592889;5953;Государственное автономное учреждение города Москвы «Научно-Исследовательский аналитический центр»;169227220
УСЛУГИ ТЕХНИЧЕСКОГО ЗАКАЗЧИКА НА ПЕРИОД РЕКОНСТРУКЦИИ ПО ОБЪЕКТАМ ОРГАНОВ ГОСУДАРСТВЕННОЙ ВЛАСТИ И ОРГАНОВ МЕСТНОГО САМОУПРАВЛЕНИЯ;03.06.01.05.13.01;;0;;;1600000;;1600000;2;0;2;1;2;4450847;1300000;18;137452854.7;6976;Комитет города Москвы по обеспечению реализации инвестиционных проектов в строительстве и контролю в области долевого строительства (без подведов);300000
ВИНТ ОБЪЕДИНЯЮЩИЙ ДЛЯ ОРТОПЕДИЧЕСКИХ ИНСТРУМЕНТОВ;01.02.10.34.56.05;;0;;;1599651.24;;1599651.24;2;0;2;2;2;4122248;1377468.04;731;1725861075;5884;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы»;36832524.87
ПОДГУЗНИКИ АБСОРБИРУЮЩИЕ ДЛЯ ВЗРОСЛЫХ;01.20.05.03.07.04.01;;1;;;687854020.5;843576.7;687010443.8;40;1;39;29;7;4771974;209787205.2;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;770371435.7
ПОДГУЗНИКИ АБСОРБИРУЮЩИЕ ДЛЯ ДЕТЕЙ;01.20.05.03.07.04.02;;1;;;25394260.44;;25394260.44;9;0;9;9;4;4405178;23472743.64;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;39852030.17
ВИДЕОУРЕТЕРОСКОПЫ;01.02.11.01.17.05.03;;0;;;1591024.69;;1591024.69;2;0;2;2;2;4108300;979996.39;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;19094772.04
МАСКИ АЭРОЗОЛЬНЫЕ ДЛЯ КИСЛОРОДНОЙ ПОДДЕРЖКИ;01.02.10.16.25.04;;0;;17.11.2021;1590707.5;;1590707.5;3;0;3;3;2;4889484;925772.3;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;100276891.6
СПЕЦИАЛЬНАЯ ЭКИПИРОВКА ДЛЯ ГАНДБОЛА;01.08.02.20;;6;;;1658064.8;;1658064.8;4;0;4;1;2;4375173;625289.56;252;827760410.9;1180;Государственное казенное учреждение города Москвы «Центр спортивных инновационных технологий и подготовки сборных команд» Департамента спорта города Москвы;62145936.69
ИНСТРУМЕНТЫ РУЧНЫЕ АВАРИЙНО-СПАСАТЕЛЬНЫЕ;01.04.01.14;;0;;;1590385.27;33090.93;1557294.34;4;2;2;4;4;4684991;1416417.54;40;128103339.1;4764;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Технический пожарно-спасательный колледж имени Героя Российской Федерации В.М. Максимчука»;2832835.08
ЦЕНТРИФУГА ЦИТОЛОГИЧЕСКАЯ;01.02.11.01.12.03.02.05;;0;;;1588655.22;;1588655.22;2;0;2;1;1;4333123;1083735;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;15374497.72
TOXOPLASMA GONDII АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.124.07;;0;;13.05.2021;1588556.2;;1588556.2;4;0;4;3;4;4549122;1237500;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;83235161.08
ПОДНОСЫ;01.20.07.01.07;;1;;;85297.05;28766.79;56530.26;8;3;5;7;8;4424105;25950;1830;1426876848;1073;Государственное автономное учреждение города Москвы «Московский государственный зоологический парк»;272423.24
ПОДОДЕЯЛЬНИКИ;01.24.04.04;Yes;1;;;32410827.88;1668458.98;30742368.9;173;8;165;165;31;4689395;3806908;437;1363283922;10810777;Государственное казенное учреждение города Москвы дирекция по обеспечению деятельности государственных учреждений Департамента образования и науки города Москвы;12443988.8
ПОДСИНЯЮЩИЙ РАСТВОР ИВД;01.02.10.43.690;;1;;;39872.82;;39872.82;2;0;2;2;2;4629762;33230.97;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;256703724.7
ПОДСТАВКИ ДЛЯ БУМАЖНЫХ БЛОКОВ МЕТАЛЛИЧЕСКИЕ;01.15.05.01.05.02.04;;1;;;6122.4;1388.4;4734;3;1;2;3;3;4877776;3435.9;75;200768093.2;5299;Государственное бюджетное учреждение города Москвы «Московский центр аккредитации и профессионального развития в сфере здравоохранения»;81678863.31
ПОДСТАВКИ ДЛЯ БУМАЖНЫХ БЛОКОВ ПЛАСТИКОВЫЕ;01.15.05.01.05.01.06;;1;;;49636.12;9870.82;39765.3;11;4;7;10;8;4812521;26877;36;20965174.5;2017;Управа района Щукино города Москвы;7870373.95
ПОДСТАВКИ ДЛЯ ВИЗИТОК ПЛАСТИКОВЫЕ;01.15.05.01.05.01.03;;1;;;5266.2;;5266.2;1;0;1;1;1;4773577;5266.2;39;68316324.28;5633087;Московская городская дума (без подведов);84083373.38
МАТЕРИАЛЫ И КОНСТРУКЦИИ СТРОИТЕЛЬНЫЕ ИЗ ПОЛИМЕРНЫХ МАТЕРИАЛОВ (КРОМЕ ТРУБ);01.11.05.06;Yes;0;No;;1587728.94;1587728.94;0;5;5;0;4;5;4248449;1377198.34;2238;85801161702;4612763;"Ао ""Мосводоканал""";138257000.6
ПОДСТАВКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ МЕТАЛЛИЧЕСКИЕ;01.15.05.01.05.02.01;;1;;;130597.51;1851.98;128745.53;13;1;12;13;11;4706816;38363.13;88;57220399.9;3274;Государственное бюджетное учреждение города Москвы дом социального обслуживания «Луговой» Департамента труда и социальной защиты населения города Москвы;4789938.74
ПОДСТАВКИ ДЛЯ КАНЦЕЛЯРСКИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ;01.15.05.01.05.01.01;;1;;;731480.15;75134.77;656345.38;116;17;99;112;30;4809771;100893;297;776421807.2;4653871;"Государственное бюджетное учреждение здравоохранения города Москвы ""Московский научно-практический центр наркологии Департамента здравоохранения города Москвы""";7977388.76
ПОДСТАВКИ ДЛЯ КНИГ ПЛАСТИКОВЫЕ;01.15.07.05.02;;1;;;1837.8;;1837.8;1;0;1;1;1;4778803;1837.8;14;14117650.12;3851;Государственное бюджетное учреждение города Москвы «Городской ресурсный центр поддержки семьи и детства «Отрадное» Департамента труда и социальной защиты населения города Москвы;35234757.34
СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ АНАЛИЗАТОРОВ БАКТЕРИОЛОГИЧЕСКИХ;01.02.11.04.12.01.04;;0;;;1586268.47;43517.45;1542751.02;7;2;5;3;6;4568749;1220951.64;1414;5759725733;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;1935844249
ПОДСТАВКИ ДЛЯ НОГ ОФИСНЫЕ;01.16.08.07;;1;;;1149280.66;;1149280.66;5;0;5;5;4;4882610;382944.67;58;39423767.81;6204;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская поликлиника № 98 Департамента здравоохранения города Москвы»;247806609.5
ПОДСТАВКИ ДЛЯ ОГНЕТУШИТЕЛЕЙ;01.04.01.07.10;;1;;;3285897.07;26927.09;3258969.98;44;2;42;44;17;4603962;1524954.72;822;43904895965;5065;"Государственное унитарное предприятие города Москвы ""Московский ордена ленина и ордена трудового красного знамени метрополитен имени В.И. Ленина""";3082582.44
ПОДСТАВКИ ДЛЯ ПЕРЕКИДНОГО КАЛЕНДАРЯ МЕТАЛЛИЧЕСКИЕ;01.15.05.01.05.02.06;;1;;;4993.8;;4993.8;1;0;1;1;1;4465429;4993.8;190;589469115.8;5879;"Государственное бюджетное учреждение города Москвы ""Финансово-Хозяйственное управление мэрии Москвы""";31611673.87
ПОДСТАВКИ ДЛЯ ПЕРЕКИДНОГО КАЛЕНДАРЯ ПЛАСТИКОВЫЕ;01.15.05.01.05.01.08;;1;;;31201.51;1531.86;29669.65;7;1;6;7;7;4387800;15425.8;18;121990930.2;7288;Государственное казенное учреждение города Москвы «Городской центр жилищных субсидий»;53298837.46
ПОДСТАВКИ ДЛЯ ПИШУЩИХ ПРИНАДЛЕЖНОСТЕЙ МЕТАЛЛИЧЕСКИЕ;01.15.05.01.05.02.05;;1;;;26567.1;4801.6;21765.5;7;1;6;7;5;4706816;8454;88;57220399.9;3274;Государственное бюджетное учреждение города Москвы дом социального обслуживания «Луговой» Департамента труда и социальной защиты населения города Москвы;4789938.74
ПОДСТАВКИ ДЛЯ ПИШУЩИХ ПРИНАДЛЕЖНОСТЕЙ ПЛАСТИКОВЫЕ;01.15.05.01.05.01.07;;1;;;97483.11;7070.87;90412.24;15;3;12;14;8;4566141;67307;362;1452300138;8667441;Государственное бюджетное учреждение города Москвы «Московский городской трест геолого-геодезических и картографических работ»;6954336.44
ФАЙЛЫ ЭНДОДОНТИЧЕСКИЕ;01.02.10.33.04.01.04;;0;;;1585465.84;1521214.24;64251.6;11;10;1;7;8;4539399;589482;153;152025888.3;1617;Государственное бюджетное учреждение здравоохранения города Москвы «Челюстно-Лицевой госпиталь для ветеранов войн Департамента здравоохранения города Москвы»;12616752.8
"ПРИНАДЛЕЖНОСТИ К КОАГУЛЯТОРУ НЕЙТРАЛЬНОМУ ПЛАЗМЕННОМУ ""PLASMAJET"" (PLASMASURGICAL)";01.02.10.48.03;;0;;;1584588.47;;1584588.47;9;0;9;7;9;4808894;666218.33;1631;6916342289;5911;Государственное бюджетное учреждение здравоохранения города Москвы городская клиническая больница имени С.П.Боткина Департамента здравоохранения города Москвы;28014535.89
"РЕАГЕНТЫ И РАСХОДНЫЕ МАТЕРИАЛЫ К ОБОРУДОВАНИЮ, ПРОИЗВОДСТВА ""NOVA BIOMEDICAL""";01.02.10.43.01.26.15;;0;;;1582167.99;;1582167.99;11;0;11;8;9;4309056;1067083;731;1725861075;5884;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы»;69645240.51
ПУЛЬСОКСИМЕТР ТЕЛЕМЕТРИЧЕСКИЙ;01.02.11.01.04.12.02;;0;;;1581367.38;;1581367.38;2;0;2;2;2;4306108;1247117.38;58;35572266.77;2619;Управа района Крюково города Москвы;6495982.43
ПОДСЧЕТ КЛЕТОК КРОВИ ИВД, КАЛИБРАТОР;01.02.10.43.691.01;;1;;07.12.2021;267176.38;;267176.38;8;0;8;6;5;4587045;51920.19;789;2018611717;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;313840441.1
ПОДСЧЕТ КЛЕТОК КРОВИ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.691.02;;1;;07.12.2021;17379079.35;52726.22;17326353.13;49;1;48;27;29;4502448;2683236.96;595;1632906376;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;28255268.71
ПОДСЧЕТ КЛЕТОК КРОВИ ИВД, НАБОР;01.02.10.43.691.03;;1;;;1055889.58;;1055889.58;5;0;5;4;3;4055992;388567.9;303;473757346.2;6211;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница святого владимира Департамента здравоохранения города Москвы»;7035978.11
ПОДСЧЕТ КЛЕТОК КРОВИ ИВД, РЕАГЕНТ;01.02.10.43.691.04;;1;;;28144342.77;;28144342.77;33;0;33;20;25;4169848;5562924.74;808;2023857289;6765;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 52 Департамента здравоохранения города Москвы»;22202796.77
АТТРАКЦИОНЫ МЕХАНИЗИРОВАННЫЕ ВРАЩАТЕЛЬНОГО ДВИЖЕНИЯ;01.07.09.01.02;;0;;;1580000;1580000;0;1;1;0;1;1;4381202;1580000;23;431678460;223;Государственное автономное учреждение культуры города Москвы «Парк культуры и отдыха «Бабушкинский»;1580000
MLH1 АНТИГЕН ИВД, АНТИТЕЛА;01.02.10.43.92.01;;0;;;1579789.12;;1579789.12;6;0;6;5;4;4471575;631402.6;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;23403806.37
МНОЖЕСТВЕННЫЕ МАРКЕРЫ ЖЕЛУДОЧНО-КИШЕЧНЫХ ЗАБОЛЕВАНИЙ ИВД, РЕАГЕНТ;01.02.10.43.532.01;;0;;10.12.2021;1579483.32;;1579483.32;3;0;3;2;2;4465011;750750;947;3405943972;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;2857757.32
РАСХОДНЫЕ МАТЕРИАЛЫ И ПРИНАДЛЕЖНОСТИ ДЛЯ АППАРАТОВ ЛАЗЕРНОЙ ТЕРАПИИ;01.02.10.49.33;;0;;29.12.2020;1579185.6;1579185.6;0;1;1;0;1;1;4145943;1579185.6;487;807340090.2;1261;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»;10745204.58
"ТРУБКИ ТРАХЕОПИЩЕВОДНЫЕ ДВУХПРОСВЕТНЫЕ ДЛЯ ИНТУБАЦИИ ""ВСЛЕПУЮ""";01.02.10.16.31;;0;;17.11.2021;1575299.36;;1575299.36;6;0;6;6;6;4441752;396456.48;692;2166903153;5110;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Ф.И. Иноземцева Департамента здравоохранения города Москвы»;82681635.35
АППАРАТ ДЛЯ ИЗМЕРЕНИЯ АРТЕРИАЛЬНОГО ДАВЛЕНИЯ АНЕРОИДНЫЙ МЕХАНИЧЕСКИЙ;01.02.11.01.04.20.02;;0;;;1573672.74;;1573672.74;8;0;8;7;7;4279015;906828.12;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;15374497.72
"ФИЛЬТРЫ АСПИРАЦИОННЫХ ТРУБОК ДЛЯ ОБОРУДОВАНИЯ ""OLYMPUS""";01.02.10.48.07.13.05;;0;;;1573510.04;;1573510.04;11;0;11;11;11;4409624;300000;486;5333825200;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;52459320.16
ПОДУШКИ;01.20.07.03.01;;1;;;9685658.82;390903.31;9294755.51;129;5;124;127;23;4133043;835807.3;634;567584701.5;5298;Государственное бюджетное учреждение здравоохранения города Москвы «Московский многопрофильный центр паллиативной помощи Департамента здравоохранения города Москвы»;1240093.04
ПОДУШКИ БАЛАНСИРОВОЧНЫЕ;01.08.01.01.08.14;;1;;;19000;;19000;1;0;1;1;1;4850961;19000;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;1056243.36
МОЛЬБЕРТЫ;01.07.05.09.01;;0;;;1567243.33;;1567243.33;6;0;6;4;6;4670691;1007933.29;1487;13656678141;863;Государственное казенное учреждение города Москвы «Дирекция по обеспечению деятельности организаций труда и социальной защиты населения города Москвы»;2041097.99
ПОДУШКИ ДЛЯ СМАЧИВАНИЯ ПАЛЬЦЕВ;01.15.05.01.05.01.04;;1;;;1206062.87;66260.04;1139802.83;122;25;97;114;41;4851410;290078.4;185;6552739519;5077;Государственное бюджетное учреждение города Москвы «Многофункциональные центры предоставления государственных услуг города Москвы»;591043754.2
ПОДУШКИ ШТЕМПЕЛЬНЫЕ;01.15.06.06;;1;;;1263944.42;42193.62;1221750.8;63;8;55;61;25;4341335;445381.2;18;121990930.2;7288;Государственное казенное учреждение города Москвы «Городской центр жилищных субсидий»;7999477.3
ВИНТ КОСТНЫЙ ДЛЯ ЧЕРЕПНО-ЛИЦЕВОЙ ХИРУРГИИ, НЕРАССАСЫВАЮЩИЙСЯ, НЕСТЕРИЛЬНЫЙ;01.02.10.37.02.07.01;;0;;;1566801;;1566801;2;0;2;2;2;4861858;820800;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;5105917.31
ПОДШЛЕМНИКИ;01.19.10.16.05;;1;;;7058265.58;6853187.81;205077.77;24;19;5;18;20;4921358;1875175.99;818;11857168563;8981996;"Государственное унитарное предприятие города Москвы по эксплуатации московских водоотводящих систем ""Мосводосток""";
СТАНКИ ШЛИФОВАЛЬНЫЕ ЛЕНТОЧНЫЕ;01.25.04.29;;0;;;1565730.2;68571.86;1497158.34;4;1;3;2;3;4656659;923333.34;155;478000257.4;2570;Государственное бюджетное профессиональное образовательное учреждение города Москвы «Колледж архитектуры, дизайна и реинжиниринга № 26»;9357158.33
"КОМПЛЕКТЫ СМЕННЫХ ФИЛЬТРОВ ДЛЯ ИВЛ СЕРИИ ""VENTILOGIC LS/VENTILOGIC PLUS""";01.02.10.48.19.68.01;;0;;;1563468;;1563468;1;0;1;1;1;4693747;1563468;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;5037636.33
БИНТ ТРУБЧАТЫЙ ТРИКОТАЖНЫЙ ПОД ГИПСОВУЮ ПОВЯЗКУ;01.02.10.12.01.12;;0;;;1556769.7;29393.68;1527376.02;9;1;8;9;8;4656612;899350.5;595;1632906376;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;8947576.21
ПЛАНТОГРАФЫ;01.02.11.01.06.04.08;;0;;;1555819.45;;1555819.45;4;0;4;1;2;4137949;696171.96;7279;53230134594;4692930;Государственное казенное учреждение города Москвы «Агентство по закупкам (контрактная служба) Департамента здравоохранения города Москвы»;15374497.72
ПАРИЕТАЛЬНЫЕ КЛЕТКИ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.666.01;;0;;;1555602.76;;1555602.76;3;0;3;2;2;4917366;991777.6;657;4054588524;6769;"Государственное бюджетное учреждение здравоохранения города Москвы ""Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы""";44538273.22
СОСТАВНЫЕ И ЗАМЕНЯЕМЫЕ ЧАСТИ, ПРИНАДЛЕЖНОСТИ И КОМПЛЕКТУЮЩИЕ ДЛЯ ОБОРУДОВАНИЯ ПАТОМОРФОЛОГИИ;01.02.11.04.12.04;;0;;;1552522.4;;1552522.4;4;0;4;4;4;4853952;983804.64;187;1993875722;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;131094638.5
РЕАГЕНТЫ ДЛЯ ЦИТОМЕТРИЧЕСКИХ ИССЛЕДОВАНИЙ;01.02.10.43.06.10;;0;;;1551759.29;188168.9;1363590.39;9;2;7;7;5;4595482;629854.98;90;352499980.1;5714;Государственное бюджетное учреждение здравоохранения города Москвы «Центр крови имени О.К. Гаврилова Департамента здравоохранения города Москвы»;131094638.5
ОБЩИЙ ТИРОКСИН (ТТ4) ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.625.04;;0;;;1551245.7;;1551245.7;5;0;5;5;5;4859706;728508;1482;8294550499;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;59189519.92
