NAME;CODE;isFinal_kpgz;status;IS_STANDARD_PRODUCT;DELETED_DATE;KPGZ_SUM;KPGZ223_SUM;KPGZ44_SUM;CON_COUNT;CON223_COUNT;CON44_COUNT;CUSTOMER_COUNT;SUPPLIER_COUNT;MAX_CON_ID;MAX_CON_SUM;MAX_CUSTOMER_CON_COUNT;MAX_CUSTOMER_SUM;MAX_CUSTOMER_ID;FORMATTED_NAME;MAX_SUPPLIER_SUM
ОБЩИЙ ХОРИОНИЧЕСКИЙ ГОНАДОТРОПИН ЧЕЛОВЕКА (ХГЧ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.628.04;;0;0;;2166677,3;0;2166677,3;5;0;5;2;2;4976553;1028598,5;687;1483863400;5881;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.М. Буянова Департамента здравоохранения города Москвы»;38918647,35
ОБЩИЙ ЭСТРИОЛ ИВД, РЕАГЕНТ;01.02.10.43.629.02;;0;0;;13453,31;0;13453,31;1;0;1;1;1;4655136;13453,31;743;2333848064;5110;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени Ф.И. Иноземцева Департамента здравоохранения города Москвы»;519026983,7
D-ДИМЕР ИВД, РЕАГЕНТ;01.02.10.43.63.01;;1;1;06.12.2021;9878922,25;0;9878922,25;2;0;2;2;2;4945715;9816974,91;1353;4516811843;3322;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени С.С. Юдина Департамента здравоохранения города Москвы»;54399465,13
D-ДИМЕР ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.63.02;;1;1;06.12.2021;2543261,7;0;2543261,7;12;0;12;10;11;4614365;637120;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;110858808,5
D-ДИМЕР ИВД, НАБОР, ИММУНОФЛУОРЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.63.03;;0;0;12.05.2021;4001372,26;0;4001372,26;6;0;6;3;3;4599125;1476108,4;727;862430069,1;5525;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы»;52413454,32
D-ДИМЕР ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ;01.02.10.43.63.04;;0;0;12.05.2021;1103233,7;0;1103233,7;3;0;3;3;3;4715122;792000;520;1114303245;5517;Государственное бюджетное учреждение здравоохранения города Москвы «Московский городской научно-практический центр борьбы с туберкулезом Департамента здравоохранения города Москвы»;51198452,23
D-ДИМЕР ИВД, НАБОР, ИММУНОХРОМАТОГРАФИЧЕСКИЙ АНАЛИЗ, ЭКСПРЕСС-АНАЛИЗ;01.02.10.43.63.05;;0;0;;391737,83;0;391737,83;3;0;3;3;3;4723661;285774,16;122;80125664,08;5663;Государственное бюджетное учреждение здравоохранения города Москвы «Вороновская больница Департамента здравоохранения города Москвы»;122676302,4
D-ДИМЕР ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.63.06;;0;0;12.05.2021;4208581,88;0;4208581,88;3;0;3;3;3;4502448;2709155,4;613;1753313875;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;112161431,4
D-ДИМЕР ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ (ОТКРЫТЫЕ СИСТЕМЫ);01.02.10.43.63.07;;0;0;;18066977,79;0;18066977,79;9;0;9;5;6;4619907;6044625;772;1807205493;5884;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.П. Демихова Департамента здравоохранения города Москвы»;107774642,7
D-ДИМЕР ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.63.08;;0;0;;1647399,51;0;1647399,51;6;0;6;5;5;4525147;849344,8;290;216239592,4;5713;Государственное бюджетное учреждение здравоохранения города Москвы «Госпиталь для ветеранов войн № 1 Департамента здравоохранения города Москвы»;33324502,61
D-ДИМЕР ИВД, НАБОР, НЕФЕЛОМЕТРИЧЕСКИЙ/ТУРБИДИМЕТРИЧЕСКИЙ АНАЛИЗ;01.02.10.43.63.09;;0;0;;3019146,48;0;3019146,48;4;0;4;4;4;4923448;1490821,2;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;365871875,7
ОДНОСПИРАЛЬНАЯ ДНК АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.630.01;;0;0;;108512,8;0;108512,8;1;0;1;1;1;4575477;108512,8;195;2043920018;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;26885228,39
ОКРАСКА ПО ПЕРЛСУ ИВД, НАБОР;01.02.10.43.631.01;;0;0;;22864,67;0;22864,67;2;0;2;2;2;4521392;21000;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;144159153
ОКРАШИВАНИЕ ГЕМАТОКСИЛИНОМ И ЭОЗИНОМ КОНТРОЛЬ ИВД, НАБОР;01.02.10.43.633.02;;0;0;10.06.2020;312380,88;0;312380,88;1;0;1;1;1;4792253;312380,88;423;2754901468;6529;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;14083797,52
ОКРАШИВАНИЕ ПО ГРАМУ ИВД, НАБОР;01.02.10.43.634.01;;0;0;;603337,24;26200;577137,24;21;2;19;19;18;4248544;227944,26;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;1894196613
ОКРАШИВАНИЕ ПО ГРАМУ ИВД, РЕАГЕНТ;01.02.10.43.634.02;;0;0;;428525,96;14878,4;413647,56;8;1;7;8;7;4650886;220000;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;33324502,61
ОКРАШИВАНИЕ ПО РАЙТУ-ГИМЗЕ РАСТВОРЫ ИВД;01.02.10.43.635;;0;0;;532857,29;0;532857,29;3;0;3;3;3;4321819;281919;830;2132636153;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;6246092,17
ОКРАШИВАНИЕ ПО РОМАНОВСКОМУ ИВД, НАБОР;01.02.10.43.636.01;;0;0;;2853792,32;895,99;2852896,33;26;1;25;24;19;4738881;349920;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;3750576,14
ОКСАЛАТ ИВД, НАБОР, ФЕРМЕНТНЫЙ СПЕКТРОФОТОМЕТРИЧЕСКИЙ АНАЛИЗ;01.02.10.43.637.01;;0;0;;1281154,3;0;1281154,3;2;0;2;2;2;4176730;701154,3;312;502051088,8;6211;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница святого владимира Департамента здравоохранения города Москвы»;122676302,4
ОКСАЦИЛЛИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.638.01;;0;0;;271330,28;0;271330,28;14;0;14;13;10;4893609;140126;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;244747728
ECHINOCOCCUS GRANULOSUS/E. MULTILOCULARIS АНТИТЕЛА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.64.05;;0;0;;775081,2;0;775081,2;3;0;3;2;2;4621877;513298,8;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;365871875,7
ОНКОБЕЛОК BCL-2 ИВД, АНТИТЕЛА;01.02.10.43.643.01;;0;0;;38383,26;0;38383,26;1;0;1;1;1;4388337;38383,26;565;5702185876;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;144159153
ОНКОБЕЛОК C-ERBB2/HER2/NEU ИВД, АНТИТЕЛА;01.02.10.43.644.01;;0;0;;3096381,65;0;3096381,65;2;0;2;2;2;4830443;1673139,65;565;5702185876;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;244747728
ОНКОБЕЛОК C-ERBB2/HER2/NEU ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.644.02;;0;0;;2224204,8;0;2224204,8;1;0;1;1;1;4577004;2224204,8;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;95462996,36
ОПИАТЫ/МЕТАБОЛИТЫ ОПИАТОВ ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.645.02;;0;0;;253742,22;0;253742,22;1;0;1;1;1;4974167;253742,22;308;915568348,4;4653871;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр наркологии Департамента здравоохранения города Москвы»;5387816,77
ABO/RH(D) ОПРЕДЕЛЕНИЕ ГРУПП КРОВИ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.646.01;;0;0;;7989764,75;0;7989764,75;17;0;17;9;13;4318015;1412097,3;613;1753313875;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;10356628,21
ABO/RH(D)/KELL ОПРЕДЕЛЕНИЕ ГРУПП КРОВИ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.646.03;;0;0;;4438353,38;0;4438353,38;7;0;7;5;6;4318015;1302536;727;862430069,1;5525;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени З.А. Башляевой Департамента здравоохранения города Москвы»;41077607,74
ОПРЕДЕЛЕНИЕ ГРУППЫ КРОВИ СИСТЕМЫ АВО ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.647.01;;0;0;;1603137,7;0;1603137,7;3;0;3;3;3;4408634;847221,7;562;1290123691;2170;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 29 им. Н.Э. Баумана Департамента здравоохранения города Москвы»;72216137,21
P53 ОПУХОЛЕВЫЙ БЕЛОК ИВД, НАБОР, ИММУНОГИСТОХИМИЧЕСКАЯ РЕАКЦИЯ С ФЕРМЕНТНОЙ МЕТКОЙ;01.02.10.43.650.01;;0;0;13.05.2021;104333,32;0;104333,32;1;0;1;1;1;4052064;104333,32;531;885978725,8;1261;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»;23403806,37
P53 ОПУХОЛЕВЫЙ БЕЛОК ИВД, АНТИТЕЛА;01.02.10.43.650.02;;0;0;;220234,68;0;220234,68;2;0;2;1;1;4949652;113002,68;531;885978725,8;1261;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»;144159153
P63 ОПУХОЛЕВЫЙ БЕЛОК ИВД, АНТИТЕЛА;01.02.10.43.650.03;;0;0;13.05.2021;166433,52;0;166433,52;1;0;1;1;1;4353480;166433,52;565;5702185876;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;244747728
ОРАНЖЕВЫЙ Ж 6 РАСТВОР ДЛЯ ОКРАСКИ ПО ПАПАНИКОЛАУ ИВД;01.02.10.43.651.02;;0;0;;37758;0;37758;1;0;1;1;1;4614393;37758;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;8730559,01
ОСАДОК МОЧИ ИВД, РЕАГЕНТ;01.02.10.43.652.01;;0;0;;418033;0;418033;1;0;1;1;1;4799653;418033;477;779681869,4;1296;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени Н.Ф. Филатова Департамента здравоохранения города Москвы»;30043394,29
ОСАДОК МОЧИ ИВД, КАЛИБРАТОР;01.02.10.43.652.02;;0;0;;61890,6;0;61890,6;1;0;1;1;1;4799685;61890,6;477;779681869,4;1296;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени Н.Ф. Филатова Департамента здравоохранения города Москвы»;110171034,5
ОСАДОК МОЧИ ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.652.03;;0;0;;734276,4;0;734276,4;4;0;4;3;4;4799653;313524,68;477;779681869,4;1296;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница имени Н.Ф. Филатова Департамента здравоохранения города Москвы»;30043394,29
ОСНОВНОЙ БЕЛОК МИЕЛИНА ИВД, АНТИТЕЛА;01.02.10.43.653.01;;0;0;;55221,36;0;55221,36;1;0;1;1;1;4786884;55221,36;1314;3486894770;5903;Государственное бюджетное учреждение здравоохранения города Москвы «Морозовская детская городская клиническая больница Департамента здравоохранения города Москвы»;135583122,5
ОСТЕОКАЛЬЦИН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.654.03;;0;0;;256162,99;0;256162,99;1;0;1;1;1;4837223;256162,99;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;65591714,92
ОФЛОКСАЦИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.656.01;;0;0;;9890,7;0;9890,7;2;0;2;2;2;4262827;6465,8;79;100466399,1;6803;Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы»;95240727,04
ПАНЕЛЬ ЭРИТРОЦИТОВ ДЛЯ ИДЕНТИФИКАЦИИ АНТИТЕЛ ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИЯ;01.02.10.43.657.01;;0;0;;83874,3;0;83874,3;1;0;1;1;1;4196757;83874,3;290;683673068,9;7675;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 1 Департамента здравоохранения города Москвы»;186898170,1
ПАНКРЕАТИЧЕСКАЯ ЭЛАСТАЗА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.658.01;;0;0;;249226,2;0;249226,2;2;0;2;2;2;4598822;170593,2;562;1290123691;2170;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 29 им. Н.Э. Баумана Департамента здравоохранения города Москвы»;34144464,09
ПАНКРЕАТИЧЕСКИЙ СЕКРЕТОРНЫЙ ИНГИБИТОР ТРИПСИНА ИВД, РЕАГЕНТ;01.02.10.43.659.01;;0;0;;130625;0;130625;1;0;1;1;1;4117179;130625;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;6840184,75
ПАНЦИТОКЕРАТИНОВАЯ СМЕСЬ АНТИТЕЛ ИВД, АНТИТЕЛА;01.02.10.43.660.01;;0;0;;374580,66;0;374580,66;5;0;5;4;5;4580642;121862,4;531;885978725,8;1261;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 31 Департамента здравоохранения города Москвы»;23403806,37
ПАПАНИКОЛАУ КРАСИТЕЛЬ ИВД, НАБОР;01.02.10.43.662.01;;0;0;;269971,62;0;269971,62;2;0;2;2;2;4577030;262686,3;1013;4066774817;5617;Государственное бюджетное учреждение здравоохранения города Москвы «Московский клинический научно-практический центр имени А.С. Логинова Департамента здравоохранения города Москвы»;2798396,86
ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ;01.02.10.43.663.01;;0;0;;301884,49;0;301884,49;4;0;4;4;4;4336680;171896,07;613;1753313875;2831;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени М.П. Кончаловского Департамента здравоохранения города Москвы»;44985637,54
ПАПИЛЛОМАВИРУС ЧЕЛОВЕКА НУКЛЕИНОВАЯ КИСЛОТА ШТАММОВ ВЫСОКОГО РИСКА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ;01.02.10.43.663.02;;0;0;;10320242,37;0;10320242,37;11;0;11;9;9;4960081;2891522,71;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;99883553,8
ПАРАФИНОВАЯ ЗАЛИВОЧНАЯ СРЕДА ИВД;01.02.10.43.664;;0;0;;7556611,9;0;7556611,9;14;0;14;14;10;4394319;2093898;679;4574080520;6526;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая онкологическая больница № 1 Департамента здравоохранения города Москвы»;48488954,44
ПАРВОВИРУС В19 АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН G (IGG) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.665.05;;0;0;;2889527,25;0;2889527,25;7;0;7;4;2;4783873;967200;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;30161309,34
ПАРВОВИРУС В19 АНТИТЕЛА КЛАССА ИММУНОГЛОБУЛИН М (IGМ) ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.665.06;;0;0;;2781958,35;0;2781958,35;6;0;6;3;2;4783873;967200;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;30161309,34
ПАРВОВИРУС В19 НУКЛЕИНОВАЯ КИСЛОТА ИВД, НАБОР, АНАЛИЗ НУКЛЕИНОВЫХ КИСЛОТ;01.02.10.43.665.07;;0;0;;200406,74;0;200406,74;5;0;5;5;4;4100890;73669,33;195;2043920018;5211;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический клинический центр № 1 Департамента здравоохранения города Москвы»;519026983,7
ПАРИЕТАЛЬНЫЕ КЛЕТКИ АНТИТЕЛА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.666.01;;0;0;;1555602,76;0;1555602,76;3;0;3;2;2;4917366;991777,6;647;4536979628;6769;Государственное бюджетное учреждение здравоохранения города Москвы «Диагностический центр (центр лабораторных исследований) Департамента здравоохранения города Москвы»;44538273,22
ПЕНИЦИЛЛИН G ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.667.01;;0;0;;387576,07;0;387576,07;16;0;16;14;12;4893609;142928,52;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;244747728
ПЕПСИНОГЕН I ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.669.01;;0;0;;32782,98;0;32782,98;1;0;1;1;1;4510060;32782,98;378;975755051,1;6534;Государственное бюджетное учреждение здравоохранения города Москвы «Госпиталь для ветеранов войн № 2 Департамента здравоохранения города Москвы»;59720174,38
ПЕПСИНОГЕН II ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.669.02;;0;0;;32782,98;0;32782,98;1;0;1;1;1;4510060;32782,98;378;975755051,1;6534;Государственное бюджетное учреждение здравоохранения города Москвы «Госпиталь для ветеранов войн № 2 Департамента здравоохранения города Москвы»;59720174,38
FRANCISELLA TULARENSIS ОБЩИЕ АНТИТЕЛА ИВД, НАБОР, РЕАКЦИЯ АГГЛЮТИНАЦИИ;01.02.10.43.67.04;;0;0;13.05.2021;29800;0;29800;1;0;1;1;1;4325799;29800;830;2132636153;7717;Государственное бюджетное учреждение здравоохранения города Москвы «Инфекционная клиническая больница № 2 Департамента здравоохранения города Москвы»;100387147,4
ПИПЕРАЦИЛЛИН/ТАЗОБАКТАМ ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.672.01;;0;0;;145161,38;0;145161,38;9;0;9;9;7;4893609;56050,4;1675;9117027574;5112;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница №40 Департамента здравоохранения города Москвы»;244747728
ПИПЕРАЦИЛЛИН ДИСКИ ДЛЯ ТЕСТИРОВАНИЯ НА ЧУВСТВИТЕЛЬНОСТЬ ИВД;01.02.10.43.672.02;;0;0;;13890,8;0;13890,8;1;0;1;1;1;4262827;13890,8;79;100466399,1;6803;Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы»;95240727,04
ПИТАТЕЛЬНАЯ СРЕДА ДЛЯ КЛЕТОЧНОЙ КУЛЬТУРЫ ИВД;01.02.10.43.674;;0;0;;6342588,71;0;6342588,71;7;0;7;6;6;4211236;4646367;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;6840184,75
ПИТАТЕЛЬНАЯ СРЕДА ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ HAEMOPHILUS SPP. К АНТИМИКРОБНЫМ ПРЕПАРАТАМ ИВД;01.02.10.43.675;;0;0;;145749;0;145749;1;0;1;1;1;4826549;145749;367;649637261,7;2045;Государственное бюджетное учреждение здравоохранения города Москвы «Детская городская клиническая больница № 9 им. Г.Н. Сперанского Департамента здравоохранения города Москвы»;1497571
ПИТАТЕЛЬНАЯ СРЕДА ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ АНАЭРОБНЫХ МИКРООРГАНИЗМОВ К АНТИМИКРОБННЫМ ПРЕПАРАТАМ ИВД;01.02.10.43.676;;0;0;;123038,12;0;123038,12;3;0;3;3;3;4265358;100000;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;365871875,7
ПИТАТЕЛЬНАЯ СРЕДА ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ НЕСПЕЦИФИЧЕСКИКИХ МИКРООРГАНИЗМОВ К АНТИМИКРОБНЫМ ПРЕПАРАТАМ ИВД;01.02.10.43.677;;0;0;;2935087,5;0;2935087,5;2;0;2;2;2;4670792;2921002;1004;3577513085;6788;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 15 имени О.М. Филатова Департамента здравоохранения города Москвы»;50807639,92
ПИТАТЕЛЬНАЯ СРЕДА ДЛЯ ОПРЕДЕЛЕНИЯ ЧУВСТВИТЕЛЬНОСТИ ПРИХОТЛИВЫХ МИКРООРГАНИЗМОВ К АНТИМИКРОБНЫМ ПРЕПАРАТАМ ИВД;01.02.10.43.678;;0;0;;3091;0;3091;1;0;1;1;1;4357955;3091;79;100466399,1;6803;Государственное бюджетное учреждение здравоохранения города Москвы «Троицкая городская больница Департамента здравоохранения города Москвы»;95240727,04
ПЛАЗМИНОГЕН ИВД, НАБОР, ХРОМОГЕННЫЙ АНАЛИЗ;01.02.10.43.682.01;;0;0;;35198,17;0;35198,17;1;0;1;1;1;4106506;35198,17;698;1372245098;7877;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница имени В.В. Вересаева Департамента здравоохранения города Москвы»;519026983,7
ПЛАЗМИНОГЕН ИВД, РЕАГЕНТ;01.02.10.43.682.02;;0;0;;2073508,81;0;2073508,81;13;0;13;6;4;4954052;707000;1489;5923446448;7708;Государственное бюджетное учреждение здравоохранения города Москвы «Городская клиническая больница № 67 имени Л. А. Ворохобова Департамента здравоохранения города Москвы»;724485021,8
ПЛАЦЕНТАРНАЯ ЩЕЛОЧНАЯ ФОСФАТАЗА ИВД, АНТИТЕЛА;01.02.10.43.683.01;;0;0;;49067;0;49067;1;0;1;1;1;4388337;49067;565;5702185876;759;Государственное бюджетное учреждение здравоохранения города Москвы «Московская городская онкологическая больница № 62 Департамента здравоохранения города Москвы»;144159153
ПЛАЦЕНТАРНЫЙ ЛАКТОГЕН ИВД, АНТИТЕЛА;01.02.10.43.684.02;;0;0;;23990982,4;0;23990982,4;1;0;1;1;1;4670489;23990982,4;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;1165127944
ПЛАЦЕНТАРНЫЙ ФАКТОР РОСТА ИВД, КОНТРОЛЬНЫЙ МАТЕРИАЛ;01.02.10.43.685.01;;0;0;;1183403,01;0;1183403,01;3;0;3;1;3;4670489;938908,08;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;188794788,5
ПЛАЦЕНТАРНЫЙ ФАКТОР РОСТА ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.685.02;;0;0;;25378128,3;0;25378128,3;4;0;4;1;4;4626050;9535412,4;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;94962987,52
ПЛАЦЕНТАРНЫЙ ФАКТОР РОСТА ИВД, НАБОР, ИММУНОФЕРМЕНТНЫЙ АНАЛИЗ (ИФА);01.02.10.43.685.03;;0;0;;19168868,4;0;19168868,4;2;0;2;1;1;4378896;9633650,4;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;480220004,9
ПЛАЦЕНТАРНЫЙ ФАКТОР РОСТА ИВД, КАЛИБРАТОР;01.02.10.43.685.04;;0;0;;329023,79;0;329023,79;2;0;2;1;1;4378896;165227,54;291;563641660,7;243;Государственное бюджетное учреждение здравоохранения города Москвы «Центр планирования семьи и репродукции Департамента здравоохранения города Москвы»;480220004,9
ПЛОСКОКЛЕТОЧНЫЙ РАК АНТИГЕН ИВД, НАБОР, ИММУНОХЕМИЛЮМИНЕСЦЕНТНЫЙ АНАЛИЗ;01.02.10.43.686.01;;1;1;;52963,33;0;52963,33;1;0;1;1;1;4775227;52963,33;423;2754901468;6529;Государственное бюджетное учреждение здравоохранения города Москвы «Московский научно-практический центр дерматовенерологии и косметологии Департамента здравоохранения города Москвы»;37889595,08
